"LOCUS"	"SYMBOL"	"SYNOYM"	"LENGTH"	"START"	"STOP"	"STRAND"	"NAME"	"CHROMOSOME"	"ANNOTATION"	"ANNOTATION NAME"		
"PITG_14619"			859	420672	421530	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF03083.8"	"MtN3_slv"	"MtN3/saliva family"
"PITG_14620"			527	421716	422242	"+"	"FKBP-type peptidyl-prolyl cis-trans isomerase, putative"	36				
"PITG_14620"			527	421716	422242	"+"	"FKBP-type peptidyl-prolyl cis-trans isomerase, putative"	36	"Pfam"	"PF00254.20"	"FKBP_C"	"FKBP-type peptidyl-prolyl cis-trans isomerase"
"PITG_14621"			414	422280	422693	"-"	"conserved hypothetical protein"	36				
"PITG_14622"			1184	422799	423982	"-"	"conserved hypothetical protein"	36				
"PITG_14623"			915	424099	425013	"+"	"mediator of RNA polymerase II transcription subunit, putative"	36				
"PITG_14623"			915	424099	425013	"+"	"mediator of RNA polymerase II transcription subunit, putative"	36	"Pfam"	"PF04934.6"	"MED6"	"MED6 mediator sub complex component"
"PITG_14624"			801	425124	425924	"-"	"conserved hypothetical protein"	36				
"PITG_14625"			998	426250	427247	"+"	"methylosome protein 50, putative"	36				
"PITG_14625"			998	426250	427247	"+"	"methylosome protein 50, putative"	36	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_14626"			1755	427511	429265	"-"	"dual specificity tyrosine-phosphorylation-regulated kinase, putative"	36				
"PITG_14626"			1755	427511	429265	"-"	"dual specificity tyrosine-phosphorylation-regulated kinase, putative"	36	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_14632"			1024	509292	510315	"+"	"conserved hypothetical protein"	36				
"PITG_14633"			943	513213	514155	"-"	"conserved hypothetical protein"	36				
"PITG_14634"			1292	514683	515974	"+"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, putative"	36				
"PITG_14634"			1292	514683	515974	"+"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, putative"	36	"Pfam"	"PF00977.13"	"His_biosynth"	"Histidine biosynthesis protein"
"PITG_14634"			1292	514683	515974	"+"	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, putative"	36	"Pfam"	"TIGR02129"	"hisA_euk"	"phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase"
"PITG_14635"			1302	515968	517269	"-"	"sporangia induced hypothetical protein"	36				
"PITG_14636"			978	517306	518283	"-"	"COP9 signalosome complex subunit, putative"	36				
"PITG_14636"			978	517306	518283	"-"	"COP9 signalosome complex subunit, putative"	36	"Pfam"	"PF10075.1"	"PCI_Csn8"	"COP9 signalosome, subunit CSN8"
"PITG_14637"			2003	518424	520426	"+"	"conserved hypothetical protein"	36				
"PITG_14637"			2003	518424	520426	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF01753.10"	"zf-MYND"	"MYND finger"
"PITG_14638"			1577	520456	522032	"-"	"conserved hypothetical protein"	36				
"PITG_14639"			1949	522473	524421	"-"	"aminotransferase, putative"	36				
"PITG_14639"			1949	522473	524421	"-"	"aminotransferase, putative"	36	"Pfam"	"PF00155.13"	"Aminotran_1_2"	"Aminotransferase class I and II"
"PITG_14639"			1949	522473	524421	"-"	"aminotransferase, putative"	36	"Pfam"	"PF01113.12"	"DapB_N"	"Dihydrodipicolinate reductase, N-terminus"
"PITG_14639"			1949	522473	524421	"-"	"aminotransferase, putative"	36	"Pfam"	"PF05173.6"	"DapB_C"	"Dihydrodipicolinate reductase, C-terminus"
"PITG_14639"			1949	522473	524421	"-"	"aminotransferase, putative"	36	"Pfam"	"TIGR00036"	"dapB"	"dihydrodipicolinate reductase"
"PITG_14640"			3660	524865	528524	"-"	"conserved hypothetical protein"	36				
"PITG_14640"			3660	524865	528524	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF00097.17"	"zf-C3HC4"	"Zinc finger, C3HC4 type (RING finger)"
"PITG_14641"			973	528684	529656	"+"	"glutathione peroxidase, putative"	36				
"PITG_14641"			973	528684	529656	"+"	"glutathione peroxidase, putative"	36	"Pfam"	"PF00255.11"	"GSHPx"	"Glutathione peroxidase"
"PITG_14642"			963	529804	530766	"-"	"GDP-L-fucose synthetase"	36				
"PITG_14642"			963	529804	530766	"-"	"GDP-L-fucose synthetase"	36	"Pfam"	"PF01370.13"	"Epimerase"	"NAD dependent epimerase/dehydratase family"
"PITG_14643"			385	531209	531593	"-"	"conserved hypothetical protein"	36				
"PITG_14644"			2568	532689	535256	"-"	"AMP-binding enzyme, putative"	36				
"PITG_14644"			2568	532689	535256	"-"	"AMP-binding enzyme, putative"	36	"Pfam"	"PF00501.20"	"AMP-binding"	"AMP-binding enzyme"
"PITG_14644"			2568	532689	535256	"-"	"AMP-binding enzyme, putative"	36	"Pfam"	"PF00975.12"	"Thioesterase"	"Thioesterase domain"
"PITG_14644"			2568	532689	535256	"-"	"AMP-binding enzyme, putative"	36	"Pfam"	"TIGR01733"	"AA-adenyl-dom"	"amino acid adenylation domain"
"PITG_14645"			444	562927	563370	"-"	"PcF and SCR74-like cys-rich secreted peptide, putative"	36				
"PITG_14645"			444	562927	563370	"-"	"PcF and SCR74-like cys-rich secreted peptide, putative"	36	"Pfam"	"PF09461.2"	"PcF"	"Phytotoxin PcF protein"
"PITG_14650"			929	631007	631935	"-"	"conserved hypothetical protein"	36				
"PITG_14651"			1212	634417	635628	"-"	"conserved hypothetical protein"	36				
"PITG_14651"			1212	634417	635628	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF01535.12"	"PPR"	"PPR repeat"
"PITG_14651"			1212	634417	635628	"-"	"conserved hypothetical protein"	36	"Pfam"	"TIGR00756"	"PPR"	"pentatricopeptide repeat domain"
"PITG_14652"			2239	641874	644112	"-"	"conserved hypothetical protein"	36				
"PITG_14652"			2239	641874	644112	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF01535.12"	"PPR"	"PPR repeat"
"PITG_14652"			2239	641874	644112	"-"	"conserved hypothetical protein"	36	"Pfam"	"TIGR00756"	"PPR"	"pentatricopeptide repeat domain"
"PITG_14653"			612	646644	647255	"-"	"conserved hypothetical protein"	36				
"PITG_14654"			558	650219	650776	"-"	"conserved hypothetical protein"	36				
"PITG_14654"			558	650219	650776	"-"	"conserved hypothetical protein"	36	"Pfam"	"TIGR00756"	"PPR"	"pentatricopeptide repeat domain"
"PITG_14655"			676	652178	652853	"-"	"conserved hypothetical protein"	36				
"PITG_14656"			2994	656241	659234	"+"	"conserved hypothetical protein"	36				
"PITG_14656"			2994	656241	659234	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_14657"			1808	659486	661293	"+"	"tubulin-specific chaperone E, putative"	36				
"PITG_14657"			1808	659486	661293	"+"	"tubulin-specific chaperone E, putative"	36	"Pfam"	"PF01302.17"	"CAP_GLY"	"CAP-Gly domain"
"PITG_14658"			3768	675545	679312	"-"	"conserved hypothetical protein"	36				
"PITG_14658"			3768	675545	679312	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF01535.12"	"PPR"	"PPR repeat"
"PITG_14658"			3768	675545	679312	"-"	"conserved hypothetical protein"	36	"Pfam"	"TIGR00756"	"PPR"	"pentatricopeptide repeat domain"
"PITG_14662"			405	722021	722425	"+"	"secreted RxLR effector peptide, putative"	36				
"PITG_14663"			533	740323	740855	"-"	"conserved hypothetical protein"	36				
"PITG_14663"			533	740323	740855	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF06522.3"	"B12D"	"B12D protein"
"PITG_14665"			1013	759976	760988	"-"	"hypothetical protein"	36				
"PITG_14666"			2346	768155	770500	"-"	"GAF sensor protein"	36				
"PITG_14666"			2346	768155	770500	"-"	"GAF sensor protein"	36	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_14666"			2346	768155	770500	"-"	"GAF sensor protein"	36	"Pfam"	"PF01590.18"	"GAF"	"GAF domain"
"PITG_14667"			1731	773345	775075	"-"	"serine protease family S15, putative"	36				
"PITG_14667"			1731	773345	775075	"-"	"serine protease family S15, putative"	36	"Pfam"	"PF08530.2"	"PepX_C"	"X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain"
"PITG_14668"			468	775624	776091	"+"	"transcription initiation factor TFIID subunit, putative"	36				
"PITG_14668"			468	775624	776091	"+"	"transcription initiation factor TFIID subunit, putative"	36	"Pfam"	"PF03540.5"	"TFIID_30kDa"	"Transcription initiation factor TFIID 23-30kDa subunit"
"PITG_14669"			938	776139	777076	"-"	"phospholipase A2, putative"	36				
"PITG_14671"			402	781074	781475	"-"	"conserved hypothetical protein"	36				
"PITG_14672"			666	782464	783129	"-"	"conserved hypothetical protein"	36				
"PITG_14673"			825	802172	802996	"-"	"secreted RxLR effector peptide, putative"	36				
"PITG_14674"			2100	845167	847266	"+"	"Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily"	36				
"PITG_14674"			2100	845167	847266	"+"	"Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily"	36	"Pfam"	"PF01554.10"	"MatE"	"MatE"
"PITG_14674"			2100	845167	847266	"+"	"Multidrug/Oligosaccharidyl-lipid/Polysaccharide (MOP) Flippase Superfamily"	36	"Pfam"	"TIGR00797"	"matE"	"MATE efflux family protein"
"PITG_14675"			1113	847989	849101	"+"	"conserved hypothetical protein"	36				
"PITG_14676"			1096	849394	850489	"+"	"conserved hypothetical protein"	36				
"PITG_14679"			720	857865	858584	"-"	"conserved hypothetical protein"	36				
"PITG_14679"			720	857865	858584	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF04827.6"	"Plant_tran"	"Plant transposon protein"
"PITG_14680"			1155	859934	861088	"+"	"conserved hypothetical protein"	36				
"PITG_14683"			1460	901000	902459	"+"	"conserved hypothetical protein"	36				
"PITG_14683"			1460	901000	902459	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF06522.3"	"B12D"	"B12D protein"
"PITG_14684"			546	904876	905421	"-"	"RXLR effector family protein, putative"	36				
"PITG_14685"			1410	927627	929036	"+"	"secreted RxLR effector peptide, putative"	36				
"PITG_14688"			751	946375	947125	"+"	"conserved hypothetical protein"	36				
"PITG_14690"			421	962586	963006	"+"	"conserved hypothetical protein"	36				
"PITG_14691"			2751	968330	971080	"-"	"hypothetical protein"	36				
"PITG_14692"			455	978767	979221	"-"	"conserved hypothetical protein"	36				
"PITG_14694"			1260	995701	996960	"+"	"conserved hypothetical protein"	36				
"PITG_14695"			1320	997947	999266	"+"	"conserved hypothetical protein"	36				
"PITG_14696"			2228	998833	1001060	"-"	"serine hydroxymethyltransferase 1, mitochondrial precursor"	36				
"PITG_14696"			2228	998833	1001060	"-"	"serine hydroxymethyltransferase 1, mitochondrial precursor"	36	"Pfam"	"PF00464.11"	"SHMT"	"Serine hydroxymethyltransferase"
"PITG_14697"			1831	1001697	1003527	"+"	"cystathionine beta-synthase"	36				
"PITG_14697"			1831	1001697	1003527	"+"	"cystathionine beta-synthase"	36	"Pfam"	"PF00291.17"	"PALP"	"Pyridoxal-phosphate dependent enzyme"
"PITG_14697"			1831	1001697	1003527	"+"	"cystathionine beta-synthase"	36	"Pfam"	"PF00571.20"	"CBS"	"CBS domain pair"
"PITG_14697"			1831	1001697	1003527	"+"	"cystathionine beta-synthase"	36	"Pfam"	"TIGR01137"	"cysta_beta"	"cystathionine beta-synthase"
"PITG_14698"			1683	1003946	1005628	"+"	"conserved hypothetical protein"	36				
"PITG_14699"			1546	1007348	1008893	"-"	"phosphatidylserine synthase, putative"	36				
"PITG_14699"			1546	1007348	1008893	"-"	"phosphatidylserine synthase, putative"	36	"Pfam"	"PF03034.7"	"PSS"	"Phosphatidyl serine synthase"
"PITG_14700"			750	1009513	1010262	"-"	"conserved hypothetical protein"	36				
"PITG_14701"			1076	1010911	1011986	"+"	"conserved hypothetical protein"	36				
"PITG_14702"			384	1012406	1012789	"+"	"conserved hypothetical protein"	36				
"PITG_14703"			1977	1012962	1014938	"+"	"calcium-dependent protein kinase, putative"	36				
"PITG_14703"			1977	1012962	1014938	"+"	"calcium-dependent protein kinase, putative"	36	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_14704"			804	1015197	1016000	"-"	"conserved hypothetical protein"	36				
"PITG_14707"			2111	1060223	1062333	"+"	"SNF1-related protein kinase catalytic subunit alpha, putative"	36				
"PITG_14707"			2111	1060223	1062333	"+"	"SNF1-related protein kinase catalytic subunit alpha, putative"	36	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_14707"			2111	1060223	1062333	"+"	"SNF1-related protein kinase catalytic subunit alpha, putative"	36	"Pfam"	"PF02149.11"	"KA1"	"Kinase associated domain 1"
"PITG_14707"			2111	1060223	1062333	"+"	"SNF1-related protein kinase catalytic subunit alpha, putative"	36	"Pfam"	"PF07714.9"	"Pkinase_Tyr"	"Protein tyrosine kinase"
"PITG_14708"			804	1062428	1063231	"-"	"conserved hypothetical protein"	36				
"PITG_14708"			804	1062428	1063231	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF00050.13"	"Kazal_1"	"Kazal-type serine protease inhibitor domain"
"PITG_14708"			804	1062428	1063231	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF07648.7"	"Kazal_2"	"Kazal-type serine protease inhibitor domain"
"PITG_14709"			572	1063738	1064309	"-"	"conserved hypothetical protein"	36				
"PITG_14710"			1583	1065080	1066662	"-"	"transmembrane protein, putative"	36				
"PITG_14711"			891	1069182	1070072	"+"	"conserved hypothetical protein"	36				
"PITG_14712"			1401	1072043	1073443	"+"	"cell division protease ftsH"	36				
"PITG_14712"			1401	1072043	1073443	"+"	"cell division protease ftsH"	36	"Pfam"	"PF00004.21"	"AAA"	"ATPase family associated with various cellular activities (AAA)"
"PITG_14712"			1401	1072043	1073443	"+"	"cell division protease ftsH"	36	"Pfam"	"PF06480.7"	"FtsH_ext"	"FtsH Extracellular"
"PITG_14712"			1401	1072043	1073443	"+"	"cell division protease ftsH"	36	"Pfam"	"PF07728.6"	"AAA_5"	"ATPase family associated with various cellular activities (AAA)"
"PITG_14712"			1401	1072043	1073443	"+"	"cell division protease ftsH"	36	"Pfam"	"TIGR01241"	"FtsH_fam"	"ATP-dependent metallopeptidase HflB"
"PITG_14713"			696	1073538	1074233	"-"	"conserved hypothetical protein"	36				
"PITG_14714"			670	1077364	1078033	"-"	"hypothetical protein"	36				
"PITG_14715"			1018	1084657	1085674	"-"	"conserved hypothetical protein"	36				
"PITG_14716"			841	1087368	1088208	"-"	"conserved hypothetical protein"	36				
"PITG_14717"			3989	1088490	1092478	"-"	"conserved hypothetical protein"	36				
"PITG_14718"			1644	1092933	1094576	"+"	"hypothetical protein"	36				
"PITG_14720"			963	1107031	1107993	"-"	"aldose 1-epimerase, putative"	36				
"PITG_14720"			963	1107031	1107993	"-"	"aldose 1-epimerase, putative"	36	"Pfam"	"PF01263.12"	"Aldose_epim"	"Aldose 1-epimerase"
"PITG_14721"			1208	1112015	1113222	"-"	"12-oxophytodienoate reductase, putative"	36				
"PITG_14721"			1208	1112015	1113222	"-"	"12-oxophytodienoate reductase, putative"	36	"Pfam"	"PF00724.12"	"Oxidored_FMN"	"NADH:flavin oxidoreductase / NADH oxidase family"
"PITG_14722"			1155	1113932	1115086	"-"	"12-oxophytodienoate reductase, putative"	36				
"PITG_14722"			1155	1113932	1115086	"-"	"12-oxophytodienoate reductase, putative"	36	"Pfam"	"PF00724.12"	"Oxidored_FMN"	"NADH:flavin oxidoreductase / NADH oxidase family"
"PITG_14723"			1040	1115523	1116562	"-"	"conserved hypothetical protein"	36				
"PITG_14724"			279	1116676	1116954	"+"	"hypothetical protein"	36				
"PITG_14725"			1114	1127439	1128552	"+"	"12-oxophytodienoate reductase, putative"	36				
"PITG_14725"			1114	1127439	1128552	"+"	"12-oxophytodienoate reductase, putative"	36	"Pfam"	"PF00724.12"	"Oxidored_FMN"	"NADH:flavin oxidoreductase / NADH oxidase family"
"PITG_14726"			1975	1138879	1140853	"-"	"hypothetical protein"	36				
"PITG_14727"			6687	1141542	1148228	"+"	"callose synthase, putative"	36				
"PITG_14727"			6687	1141542	1148228	"+"	"callose synthase, putative"	36	"Pfam"	"PF00083.16"	"Sugar_tr"	"Sugar (and other) transporter"
"PITG_14727"			6687	1141542	1148228	"+"	"callose synthase, putative"	36	"Pfam"	"PF02364.7"	"Glucan_synthase"	"1,3-beta-glucan synthase component"
"PITG_14727"			6687	1141542	1148228	"+"	"callose synthase, putative"	36	"Pfam"	"PF07690.8"	"MFS_1"	"Major Facilitator Superfamily"
"PITG_14728"			1368	1149052	1150419	"-"	"conserved hypothetical protein"	36				
"PITG_14728"			1368	1149052	1150419	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF00498.18"	"FHA"	"FHA domain"
"PITG_14729"			494	1151549	1152042	"+"	"30S ribosomal protein S16, putative"	36				
"PITG_14729"			494	1151549	1152042	"+"	"30S ribosomal protein S16, putative"	36	"Pfam"	"PF00886.11"	"Ribosomal_S16"	"Ribosomal protein S16"
"PITG_14729"			494	1151549	1152042	"+"	"30S ribosomal protein S16, putative"	36	"Pfam"	"TIGR00002"	"S16"	"ribosomal protein S16"
"PITG_14730"			2642	1152169	1154810	"-"	"nucleolar protein, putative"	36				
"PITG_14730"			2642	1152169	1154810	"-"	"nucleolar protein, putative"	36	"Pfam"	"PF04147.4"	"Nop14"	"Nop14-like family"
"PITG_14731"			2188	1158788	1160975	"-"	"conserved hypothetical protein"	36				
"PITG_14732"			420	1177240	1177659	"+"	"PexRD8 family secreted RxLR effector peptide, putative"	36				
"PITG_14733"			382	1194819	1195200	"-"	"conserved hypothetical protein"	36				
"PITG_14735"			785	1204358	1205142	"-"	"hypothetical protein"	36				
"PITG_14736"			429	1239851	1240279	"-"	"PexRD8 family secreted RxLR effector peptide, putative"	36				
"PITG_14737"			429	1246608	1247036	"-"	"PexRD8 family secreted RxLR effector peptide, putative"	36				
"PITG_14738"			429	1250099	1250527	"-"	"PexRD8 family secreted RxLR effector peptide, putative"	36				
"PITG_14739"			429	1253565	1253993	"-"	"PexRD8 family secreted RxLR effector peptide, putative"	36				
"PITG_14740"			1719	1263897	1265615	"-"	"conserved hypothetical protein"	36				
"PITG_14741"			625	1280953	1281577	"-"	"hypothetical protein"	36				
"PITG_14742"			678	1281648	1282325	"+"	"conserved hypothetical protein"	36				
"PITG_14743"			4802	1298128	1302929	"+"	"conserved hypothetical protein"	36				
"PITG_14744"			1670	1303383	1305052	"-"	"conserved hypothetical protein"	36				
"PITG_14744"			1670	1303383	1305052	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF01661.13"	"Macro"	"Macro domain"
"PITG_14746"			867	1331267	1332133	"-"	"conserved hypothetical protein"	36				
"PITG_14746"			867	1331267	1332133	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF01529.12"	"zf-DHHC"	"DHHC zinc finger domain"
"PITG_14747"			2999	1332889	1335887	"+"	"conserved hypothetical protein"	36				
"PITG_14747"			2999	1332889	1335887	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF00806.11"	"PUF"	"Pumilio-family RNA binding repeat"
"PITG_14748"			1750	1338002	1339751	"-"	"conserved hypothetical protein"	36				
"PITG_14748"			1750	1338002	1339751	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF05346.3"	"DUF747"	"Eukaryotic membrane protein family"
"PITG_14749"			2322	1339982	1342303	"+"	"radial spoke head 10 family protein"	36				
"PITG_14749"			2322	1339982	1342303	"+"	"radial spoke head 10 family protein"	36	"Pfam"	"PF02493.12"	"MORN"	"MORN repeat"
"PITG_14750"			1760	1342714	1344473	"-"	"conserved hypothetical protein"	36				
"PITG_14750"			1760	1342714	1344473	"-"	"conserved hypothetical protein"	36	"Pfam"	"PF00226.23"	"DnaJ"	"DnaJ domain"
"PITG_14751"			1574	1357945	1359518	"+"	"conserved hypothetical protein"	36				
"PITG_14753"			1838	1365651	1367488	"+"	"conserved hypothetical protein"	36				
"PITG_14756"			1068	1385202	1386269	"+"	"conserved hypothetical protein"	36				
"PITG_14756"			1068	1385202	1386269	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF00097.17"	"zf-C3HC4"	"Zinc finger, C3HC4 type (RING finger)"
"PITG_14757"			3006	1387060	1390065	"+"	"conserved hypothetical protein"	36				
"PITG_14757"			3006	1387060	1390065	"+"	"conserved hypothetical protein"	36	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_14758"			1630	1395655	1397284	"+"	"conserved hypothetical protein"	36				
"PITG_14759"			991	1397683	1398673	"+"	"hypothetical protein"	36				
"PITG_14761"			591	1468812	1469402	"-"	"hypothetical protein"	36				
